"filename", "language", "JavaScript", "JSON", "JSON with Comments", "JavaScript JSX", "PostCSS", "Markdown", "HTML", "comment", "blank", "total"
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705114038-create-roles.cjs", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 1, 3, 35
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705115001-create-compagnie.cjs", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 1, 2, 44
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120633-create-sections.cjs", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 1, 3, 48
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120634-create-users.cjs", "JavaScript", 79, 0, 0, 0, 0, 0, 0, 1, 4, 84
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120648-create-vehicules-types.cjs", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 1, 3, 48
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120659-create-vehicule.cjs", "JavaScript", 60, 0, 0, 0, 0, 0, 0, 1, 3, 64
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120706-create-missions.cjs", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 1, 3, 68
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120708-create-missions-groupes.cjs", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 1, 9, 63
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120711-create-missions-users.cjs", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 1, 9, 74
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120719-create-missions-vehicules.cjs", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 1, 4, 77
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120844-create-user-tokens.cjs", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 1, 3, 46
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260722110000-align-relations-and-constraints.cjs", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 1, 4, 39
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260828130000-create-missions-vehicules-releves.cjs", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 1, 5, 81
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260828130100-create-missions-vehicules-pleins.cjs", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 1, 5, 59
"/Users/loucadaviot/Desktop/crfm/backend/migrations/20260828130101-create-mission-oa.cjs", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 1, 9, 72
"/Users/loucadaviot/Desktop/crfm/backend/models/compagnie.model.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 3, 41
"/Users/loucadaviot/Desktop/crfm/backend/models/index.js", "JavaScript", 296, 0, 0, 0, 0, 0, 0, 0, 44, 340
"/Users/loucadaviot/Desktop/crfm/backend/models/missionOA.model.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 4, 38
"/Users/loucadaviot/Desktop/crfm/backend/models/missions.model.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 3, 67
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsGroupes.model.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 4, 46
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsUsers.model.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 3, 53
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsVehicule.model.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 3, 79
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsVehiculesPlein.model.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 3, 51
"/Users/loucadaviot/Desktop/crfm/backend/models/missionsVehiculesReleve.model.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 3, 69
"/Users/loucadaviot/Desktop/crfm/backend/models/roles.model.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/loucadaviot/Desktop/crfm/backend/models/sections.model.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 3, 44
"/Users/loucadaviot/Desktop/crfm/backend/models/user.model.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 5, 89
"/Users/loucadaviot/Desktop/crfm/backend/models/userToken.model.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/loucadaviot/Desktop/crfm/backend/models/vehicule.model.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 3, 62
"/Users/loucadaviot/Desktop/crfm/backend/models/vehicules-types.model.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 3, 49
"/Users/loucadaviot/Desktop/crfm/backend/package-lock.json", "JSON", 0, 4165, 0, 0, 0, 0, 0, 0, 1, 4166
"/Users/loucadaviot/Desktop/crfm/backend/package.json", "JSON", 0, 57, 0, 0, 0, 0, 0, 0, 1, 58
"/Users/loucadaviot/Desktop/crfm/backend/routes/auth.routes.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/loucadaviot/Desktop/crfm/backend/routes/compagnie.routes.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/loucadaviot/Desktop/crfm/backend/routes/conducteur.routes.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/crfm/backend/routes/index.routes.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/loucadaviot/Desktop/crfm/backend/routes/missions.routes.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 13, 63
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsGroupes.routes.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsUsers.routes.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/routes/missionsVehicules.routes.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/loucadaviot/Desktop/crfm/backend/routes/role.routes.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/Users/loucadaviot/Desktop/crfm/backend/routes/sections.routes.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/loucadaviot/Desktop/crfm/backend/routes/typeVehicules.routes.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/loucadaviot/Desktop/crfm/backend/routes/user.routes.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/loucadaviot/Desktop/crfm/backend/routes/vehicules.routes.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/loucadaviot/Desktop/crfm/backend/scripts/import-personnels.js", "JavaScript", 140, 0, 0, 0, 0, 0, 0, 14, 47, 201
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075121-create-roles.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 2, 52
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075122-create-compagnies.js", "JavaScript", 85, 0, 0, 0, 0, 0, 0, 0, 2, 87
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075123-create-sections.js", "JavaScript", 71, 0, 0, 0, 0, 0, 0, 2, 9, 82
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075125-create-users-test.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 5, 11, 89
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075126-assign-chef-section.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 1, 6, 51
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075127-assign-oa-compagnie.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 2, 5, 54
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075128-create-vehicules-types.js", "JavaScript", 338, 0, 0, 0, 0, 0, 0, 1, 5, 344
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075129-create-vehicules.js", "JavaScript", 358, 0, 0, 0, 0, 0, 0, 10, 64, 432
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075130-create-missions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075131-create-section-missions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075132-create-missions-users.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075133-create-missions-vehicules.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075134-create-missions-equipages.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 16, 3, 26
"/Users/loucadaviot/Desktop/crfm/backend/services/auth.service.js", "JavaScript", 57, 0, 0, 0, 0, 0, 0, 0, 5, 62
"/Users/loucadaviot/Desktop/crfm/backend/services/compagnie.service.js", "JavaScript", 174, 0, 0, 0, 0, 0, 0, 0, 17, 191
"/Users/loucadaviot/Desktop/crfm/backend/services/conducteur.service.js", "JavaScript", 385, 0, 0, 0, 0, 0, 0, 0, 70, 455
"/Users/loucadaviot/Desktop/crfm/backend/services/missionUser.service.js", "JavaScript", 294, 0, 0, 0, 0, 0, 0, 0, 46, 340
"/Users/loucadaviot/Desktop/crfm/backend/services/missions.service.js", "JavaScript", 714, 0, 0, 0, 0, 0, 0, 105, 213, 1032
"/Users/loucadaviot/Desktop/crfm/backend/services/missionsConducteurs.service.js", "JavaScript", 409, 0, 0, 0, 0, 0, 0, 70, 142, 621
"/Users/loucadaviot/Desktop/crfm/backend/services/missionsGroupes.service.js", "JavaScript", 415, 0, 0, 0, 0, 0, 0, 69, 120, 604
"/Users/loucadaviot/Desktop/crfm/backend/services/missionsVehicules.service.js", "JavaScript", 454, 0, 0, 0, 0, 0, 0, 88, 155, 697
"/Users/loucadaviot/Desktop/crfm/backend/services/role.service.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/loucadaviot/Desktop/crfm/backend/services/section.service.js", "JavaScript", 186, 0, 0, 0, 0, 0, 0, 0, 32, 218
"/Users/loucadaviot/Desktop/crfm/backend/services/typeVehicules.service.js", "JavaScript", 110, 0, 0, 0, 0, 0, 0, 0, 29, 139
"/Users/loucadaviot/Desktop/crfm/backend/services/user.service.js", "JavaScript", 568, 0, 0, 0, 0, 0, 0, 67, 144, 779
"/Users/loucadaviot/Desktop/crfm/backend/services/validation/missions-Access.service.js", "JavaScript", 184, 0, 0, 0, 0, 0, 0, 17, 33, 234
"/Users/loucadaviot/Desktop/crfm/backend/services/validation/missions-commandement.service.js", "JavaScript", 236, 0, 0, 0, 0, 0, 0, 31, 83, 350
"/Users/loucadaviot/Desktop/crfm/backend/services/vehicule.service.js", "JavaScript", 193, 0, 0, 0, 0, 0, 0, 0, 38, 231
"/Users/loucadaviot/Desktop/crfm/backend/src/app.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 6, 9, 43
"/Users/loucadaviot/Desktop/crfm/backend/src/server.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/Users/loucadaviot/Desktop/crfm/backend/test/database.integration.test.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 6, 67
"/Users/loucadaviot/Desktop/crfm/backend/test/model-and-service.test.js", "JavaScript", 282, 0, 0, 0, 0, 0, 0, 0, 33, 315
"/Users/loucadaviot/Desktop/crfm/backend/utils/httpError.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/loucadaviot/Desktop/crfm/backend/utils/jwt.util.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/Users/loucadaviot/Desktop/crfm/frontend/README.md", "Markdown", 0, 0, 0, 0, 0, 9, 0, 0, 8, 17
"/Users/loucadaviot/Desktop/crfm/frontend/components.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/loucadaviot/Desktop/crfm/frontend/eslint.config.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/loucadaviot/Desktop/crfm/frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"/Users/loucadaviot/Desktop/crfm/frontend/jsconfig.json", "JSON with Comments", 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"/Users/loucadaviot/Desktop/crfm/frontend/package-lock.json", "JSON", 0, 6652, 0, 0, 0, 0, 0, 0, 1, 6653
"/Users/loucadaviot/Desktop/crfm/frontend/package.json", "JSON", 0, 47, 0, 0, 0, 0, 0, 0, 1, 48
"/Users/loucadaviot/Desktop/crfm/frontend/security/ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"/Users/loucadaviot/Desktop/crfm/frontend/src/App.jsx", "JavaScript JSX", 0, 0, 0, 152, 0, 0, 0, 10, 7, 169
"/Users/loucadaviot/Desktop/crfm/frontend/src/api/apiClient.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 20, 61
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/layout/MainLayout.jsx", "JavaScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/layout/admin/Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 37, 0, 0, 0, 0, 2, 39
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/BoutonProfile.jsx", "JavaScript JSX", 0, 0, 0, 14, 0, 0, 0, 1, 3, 18
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/Navbar.jsx", "JavaScript JSX", 0, 0, 0, 43, 0, 0, 0, 0, 6, 49
"/Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/button.jsx", "JavaScript JSX", 0, 0, 0, 51, 0, 0, 0, 0, 5, 56
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/api/auth.service.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/hooks/useAuth.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 8, 35
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/pages/PageConnexion.jsx", "JavaScript JSX", 0, 0, 0, 74, 0, 0, 0, 0, 7, 81
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/api/compagnies.api.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/components/TableauCompagnie.jsx", "JavaScript JSX", 0, 0, 0, 238, 0, 0, 0, 0, 25, 263
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/hooks/useCompagnies.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/pages/CompagniesAdmin.jsx", "JavaScript JSX", 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/api/conducteur.api.js", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 0, 6, 37
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/ConducteurMobileLayout.jsx", "JavaScript JSX", 0, 0, 0, 30, 0, 0, 0, 0, 3, 33
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/PleinForm.jsx", "JavaScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 13, 118
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/PleinsHistorique.jsx", "JavaScript JSX", 0, 0, 0, 44, 0, 0, 0, 0, 5, 49
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/ReleveForm.jsx", "JavaScript JSX", 0, 0, 0, 187, 0, 0, 0, 0, 24, 211
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/VehiculeMissionCard.jsx", "JavaScript JSX", 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/pages/ConducteurVehiculeDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 213, 0, 0, 0, 0, 23, 236
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/pages/ConducteurVehiculesPage.jsx", "JavaScript JSX", 0, 0, 0, 108, 0, 0, 0, 0, 15, 123
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/utils/conducteur.utils.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 21, 105
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/api/missions.api.js", "JavaScript", 108, 0, 0, 0, 0, 0, 0, 2, 19, 129
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Compagnies.jsx", "JavaScript JSX", 0, 0, 0, 53, 0, 0, 0, 0, 6, 59
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Groupes.jsx", "JavaScript JSX", 0, 0, 0, 161, 0, 0, 0, 0, 12, 173
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Personnel.jsx", "JavaScript JSX", 0, 0, 0, 108, 0, 0, 0, 0, 4, 112
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Sections.jsx", "JavaScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 7, 87
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape4/Etapes4CompagnieVehicules.jsx", "JavaScript JSX", 0, 0, 0, 107, 0, 0, 0, 0, 13, 120
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape4/Etapes4Resume.jsx", "JavaScript JSX", 0, 0, 0, 37, 0, 0, 0, 0, 3, 40
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape4/Etapes4VehiculesDisponibles.jsx", "JavaScript JSX", 0, 0, 0, 100, 0, 0, 0, 17, 2, 119
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape4/Etapes4VehiculesSelectionnes.jsx", "JavaScript JSX", 0, 0, 0, 89, 0, 0, 0, 5, 4, 98
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/MissionsContext.jsx", "JavaScript JSX", 0, 0, 0, 809, 0, 0, 0, 155, 230, 1194
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/MissionsContextValue.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/useMission.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useCompagniesMissions2.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 22, 124
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useGroupesMissions2.js", "JavaScript", 622, 0, 0, 0, 0, 0, 0, 56, 114, 792
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissionCommandement.js", "JavaScript", 460, 0, 0, 0, 0, 0, 0, 100, 116, 676
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissions.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 10, 58
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissions2.js", "JavaScript", 308, 0, 0, 0, 0, 0, 0, 111, 64, 483
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissionsVehicules.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 46, 31, 160
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/usePersonnelMissions2.js", "JavaScript", 127, 0, 0, 0, 0, 0, 0, 11, 18, 156
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions2Admin.jsx", "JavaScript JSX", 0, 0, 0, 235, 0, 0, 0, 19, 88, 342
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions3Admin.jsx", "JavaScript JSX", 0, 0, 0, 1147, 0, 0, 0, 102, 113, 1362
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions4Admin.jsx", "JavaScript JSX", 0, 0, 0, 243, 0, 0, 0, 44, 38, 325
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions5Admin.jsx", "JavaScript JSX", 0, 0, 0, 611, 0, 0, 0, 75, 132, 818
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/Creermissions1Admin.jsx", "JavaScript JSX", 0, 0, 0, 267, 0, 0, 0, 21, 45, 333
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/VisuelMissionsAdmin.jsx", "JavaScript JSX", 0, 0, 0, 266, 0, 0, 0, 11, 17, 294
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/missionsDetail.jsx", "JavaScript JSX", 0, 0, 0, 843, 0, 0, 0, 33, 235, 1111
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/services/personnel.service.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/compagnies.utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/groupes.utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/missionDraftStorage.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/personnel.utils.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 11, 32
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/utils/vehicules.utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/sections/api/sections.api.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/sections/hooks/useSections.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 9, 67
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/sections/pages/SectionsAdmin.jsx", "JavaScript JSX", 0, 0, 0, 216, 0, 0, 0, 0, 21, 237
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/api/role.api.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/api/user.api.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 9, 42
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/hooks/useUser.api.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 10, 68
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/users/page/Utilisateurs.jsx", "JavaScript JSX", 0, 0, 0, 240, 0, 0, 0, 0, 21, 261
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/api/vehicules.api.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 9, 37
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/components/CartesVehicules.jsx", "JavaScript JSX", 0, 0, 0, 89, 0, 0, 0, 0, 12, 101
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/hooks/useAllVehicule.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/hooks/useVehiculesdispo.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/pages/AjouterVehiculeAdmin.jsx", "JavaScript JSX", 0, 0, 0, 301, 0, 0, 0, 0, 25, 326
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/pages/DetailVehiculesAdmin.jsx", "JavaScript JSX", 0, 0, 0, 233, 0, 0, 0, 0, 31, 264
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/vehicules/pages/VehiculesPage.jsx", "JavaScript JSX", 0, 0, 0, 32, 0, 0, 0, 2, 3, 37
"/Users/loucadaviot/Desktop/crfm/frontend/src/index.css", "PostCSS", 0, 0, 0, 0, 130, 0, 0, 0, 6, 136
